ID,EDU,SAL,EXP,HAB,EDM,EDP,HER
1357,11,8.24,1,0.8,16,16,3
1358,15,7.76,6,0.07,12,14,3
1359,12,8.67,7,-1.03,12,8,5
1360,12,5.58,1,0.82,12,14,2
1361,14,9.29,1,1.15,16,0,0
1362,11,24.77,9,0.38,13,9,1
1363,13,6.17,1,1.23,9,16,3
1364,13,11.94,3,0.4,9,11,4
1365,12,7.46,3,0.15,16,16,3
1366,10,7.46,4,-0.57,14,12,2
1367,12,4.9,2,1.27,12,10,1
1368,14,28.5,3,-1.59,12,16,4
1369,10,6.04,4,-1.14,16,14,2
1370,12,13.06,6,-0.09,12,12,1
1371,13,11.47,2,0.57,12,16,2
1372,10,9.29,4,0.41,12,15,2
1373,19,17.28,3,0.73,12,12,1
1374,13,14.15,11,-0.53,12,10,1
1375,10,6.17,11,-0.85,9,14,4
1376,13,3.97,5,-0.95,7,13,2
1377,10,5.2,6,-2.22,12,16,4
1378,9,5.41,4,-1.83,12,12,1
1379,15,6.29,2,-0.08,16,18,3
1380,13,7.61,6,1.27,13,20,0
1381,13,9.39,5,0.84,15,16,0
1382,13,9.97,4,0.62,12,12,5
1383,16,14.58,2,0.82,12,16,3
1384,13,19.88,11,0.05,11,11,2
1385,13,5.69,1,0.08,12,12,2
1386,12,9.2,5,-0.53,12,12,2
1387,11,5.25,1,0.1,12,12,4
1388,12,6.23,4,0.06,15,16,5
1389,16,14.87,4,0.96,15,18,1
1390,15,14.15,3,0.5,9,12,4
1391,14,7.53,10,1.44,10,8,1
1392,16,9.39,4,-0.93,12,12,1
1393,11,31.5,6,-0.05,12,12,4
1394,12,5,2,-0.31,12,12,5
1395,12,6.95,2,0.97,12,8,2
1396,13,5.64,1,-0.01,12,14,4
1397,15,3.7,2,1.07,12,7,3
1398,14,5,10,0.59,12,12,1
1399,16,4.48,6,0.7,14,16,1
1400,12,5.31,2,0.17,10,12,0
1401,12,12.8,1,0.69,12,11,10
1402,13,3.25,9,-0.38,12,13,2
1403,12,13.19,2,-0.68,12,12,2
1404,12,9.02,2,0.3,9,11,1
1405,11,9.39,9,1,12,12,3
1406,12,4.8,2,1.04,13,8,2
1407,11,7.46,2,0.05,13,12,2
1408,12,11.13,5,0.14,16,16,6
1409,9,5.98,3,-1.46,16,16,6
1410,12,13.73,6,-0.99,12,12,3
1411,11,6.35,2,-0.26,16,12,4
1412,13,5.98,3,1.28,16,20,4
1413,15,5.52,6,1.2,15,20,2
1414,14,15.95,3,0.31,14,16,3
1415,12,8.75,1,-0.18,12,18,1
1416,11,8.93,4,0.96,12,12,2
1417,15,15.33,3,0.95,18,20,4
1418,11,9.67,9,0.42,8,8,3
1419,11,6.42,1,-0.69,12,10,1
1420,10,5.98,2,0.8,13,14,1
1421,10,5.41,2,-0.03,13,15,1
1422,12,7.46,2,-0.26,12,12,3
1423,13,5.05,1,1.2,12,14,3
1424,12,7.92,1,-0.36,12,16,0
1425,10,8.67,4,-0.56,12,12,3
1426,13,13.46,10,0.16,12,16,2
1427,11,5.75,2,-0.1,11,10,8
1428,14,10.8,3,1.61,11,10,6
1429,15,12.18,3,1.27,12,16,1
1430,12,4.9,1,0.58,16,20,4
1431,15,9.02,2,0.35,12,12,2
1432,11,5.64,1,-0.97,12,16,2
1433,12,7.61,10,-2.78,10,9,4
1434,12,5.64,2,1.38,12,12,2
1435,12,7.02,2,0.12,7,10,6
1436,12,6.48,1,0.53,12,12,1
1437,13,8.93,8,0.45,12,16,1
1438,16,10.59,3,1,16,16,1
1439,15,14.15,5,-0.42,12,16,1
1440,15,11.02,4,0.5,14,12,1
1441,12,9.29,2,0.63,13,14,3
1442,12,5.15,3,0.58,12,16,2
1443,13,10.48,4,1.05,10,15,2
1444,13,12.55,6,0.19,11,16,2
1445,12,5,0,0.97,12,14,2
1446,15,5.98,3,1.13,12,12,1
1447,12,4.95,2,-1.46,12,12,2
1448,12,23.8,5,-0.38,12,11,3
1449,12,11.13,5,0.11,12,9,5
1450,16,14.87,4,0.99,10,10,3
1451,12,4.13,3,-0.12,12,12,1
1452,12,12.3,4,0.04,10,10,3
1453,11,10.17,4,-1.18,12,10,5
1454,12,3.63,4,-0.91,12,10,5
1455,9,5.05,12,-1.24,10,12,1
1456,12,17.28,4,0.41,10,10,4
1457,12,10.48,9,-0.01,12,12,0
1458,12,10.59,1,-0.91,8,8,5
1459,10,9.29,4,-1.16,10,10,2
1460,12,4.13,4,0.53,11,8,6
1461,12,5.15,3,0.16,12,12,3
1462,12,13.46,3,-0.4,12,12,0
1463,16,5.98,4,1.48,14,15,1
1464,11,11.02,5,-0.26,12,12,3
1465,12,7.69,10,0.33,12,12,3
1466,15,5.75,0,1.28,12,12,2
1467,12,4.39,4,0.39,12,10,3
1468,12,11.94,5,-0.21,12,12,2
1469,12,3.06,5,-1.16,10,8,4
1470,10,2.91,12,-1.94,6,4,1
1471,9,8.67,6,-1.94,12,7,11
1472,12,8.75,3,-0.49,12,12,4
1473,12,12.93,2,0.06,12,12,4
1474,12,12.18,5,-0.88,12,12,6
1475,15,11.35,5,1.01,12,12,3
1476,14,13.87,6,0.18,12,12,3
1477,11,5.41,2,0.72,12,8,1
1478,12,10.8,3,0.09,12,8,1
1479,12,6.95,1,1.07,8,11,7
1480,12,5.64,3,0.08,16,16,1
1481,15,13.87,3,1.15,8,8,6
1482,12,3.32,7,0.27,12,12,4
1483,11,11.47,2,0.59,12,8,3
1484,12,7.69,2,0.64,12,10,1
1485,12,4.61,2,0.88,13,17,4
1486,10,5.41,2,1.24,13,18,4
1487,15,22.64,4,1.1,13,16,4
1488,12,4.48,3,1,13,16,4
1489,13,12.06,3,1.32,9,12,2
1490,10,7.92,7,-0.79,12,12,8
1491,15,4.9,7,0.9,12,10,2
1492,12,3.78,3,-1.16,12,10,3
1493,13,5.58,5,0.88,12,12,1
1494,12,7.61,2,0.85,12,12,1
1495,12,5.81,6,1.2,12,12,8
1496,12,5,1,-0.73,12,12,3
1497,13,5.1,9,0.83,12,12,8
1498,14,10.17,2,0.49,12,13,4
1499,14,6.04,4,0.89,14,16,2
1500,12,8.75,5,0.38,11,14,0
1501,14,7.38,2,0.97,12,14,3
1502,12,4.43,10,0.3,12,12,6
1503,12,9.48,3,0.83,12,11,3
1504,12,7.76,2,0.46,13,13,5
1505,14,8.08,4,0.5,12,16,1
1506,15,23.8,6,0.53,12,16,5
1507,15,5.2,3,1.07,12,12,3
1508,15,8.08,5,0.95,12,14,2
1509,13,6.48,2,1.24,12,14,5
1510,11,3.49,1,1.07,12,13,5
1511,12,4.09,2,0.47,12,13,5
1512,12,5.98,5,0.17,12,7,2
1513,11,7.69,3,-0.91,12,8,2
1514,11,8.08,4,-0.55,8,12,1
1515,12,9.11,8,-0.61,10,9,6
1516,12,7.24,3,-1.27,10,9,6
1517,15,13.87,4,-0.26,12,14,1
1518,12,6.55,4,0.7,10,12,2
1519,12,4.39,3,0.79,12,12,3
1520,12,4.09,3,-0.48,12,12,3
1521,12,10.38,6,-1.25,10,12,2
1522,16,19.1,1,1.24,16,12,1
1523,9,4.9,12,-1.29,9,10,7
1524,12,7.09,4,0.35,12,12,4
1525,12,5.52,4,0.03,12,12,3
1526,16,7.31,5,0.47,12,10,0
1527,12,2.38,3,-0.84,8,10,4
1528,15,8.84,3,0.39,14,14,5
1529,12,9.77,3,-0.06,13,13,5
1530,10,14.01,7,-0.77,12,9,1
1531,10,5.15,1,0.71,12,12,1
1532,11,5.31,3,-1.76,8,11,2
1533,11,5.98,1,0.21,12,12,2
1534,10,7.02,4,-1.35,12,11,2
1535,12,12.93,4,-1,12,9,1
1536,15,6.35,6,0.39,13,14,2
1537,12,7.46,2,1.19,16,20,2
1538,14,7.02,2,1.21,16,20,4
1539,15,15.02,6,0.28,10,20,2
1540,19,6.23,2,1.63,16,16,3
1541,12,15.33,4,-0.58,12,12,5
1542,15,3.93,1,1.31,12,16,3
1543,19,5.36,3,1.32,16,19,1
1544,12,4.66,1,-0.01,12,12,2
1545,13,14.73,3,1.3,16,17,0
1546,15,13.87,3,1.16,14,16,1
1547,15,20.69,5,1.32,19,20,2
1548,16,9.2,8,1.5,19,20,2
1549,12,22.87,2,0.68,12,14,3
1550,12,11.35,4,-0.15,18,14,4
1551,11,4.61,1,0.3,13,12,2
1552,15,15.64,3,1.69,14,16,1
1553,15,12.3,7,0.2,12,16,1
1554,14,4.75,5,0.11,12,16,1
1555,12,7.46,1,0.92,12,12,1
1556,11,5.87,1,0.83,12,12,1
1557,15,17.46,6,0.38,12,14,1
1558,12,11.94,4,-1.85,4,6,3
1559,11,5.87,1,0,9,7,4
1560,11,6.82,5,-0.31,7,10,2
1561,13,5,1,0.26,12,14,2
1562,12,5.31,2,-0.22,12,12,2
1563,12,5,1,0.48,12,12,2
1564,13,5.75,2,-1.21,12,12,2
1565,12,5.15,2,0.34,12,12,1
1566,12,9.58,6,0.12,16,16,1
1567,12,5.92,3,-0.88,12,11,6
1568,11,5.25,2,0.96,12,12,1
1569,10,10.48,5,-1.78,12,12,1
1570,12,8.33,3,-0.12,16,16,1
1571,12,3.56,6,-1.29,12,9,8
1572,10,6.75,6,0.06,10,8,4
1573,9,5.25,6,-1.41,10,8,4
1574,12,8.75,1,0.21,10,8,2
1575,11,14.29,5,0.62,12,10,2
1576,12,16.44,3,-0.42,14,6,3
1577,12,11.47,2,0.87,12,12,1
1578,12,6.61,4,0.31,15,14,3
1579,11,9.39,3,0.23,12,12,5
1580,12,12.42,2,0.38,12,16,2
1581,12,7.17,3,-1.26,12,14,2
1582,15,15.02,4,1.82,16,16,0
1583,12,20.28,2,-0.26,11,8,3
1584,13,5.69,3,1.09,13,12,2
1585,14,6.17,2,1.09,14,16,2
1586,12,4.71,3,0.41,13,6,2
1587,13,8.33,2,0.76,13,12,3
1588,12,6.11,7,0.3,12,14,2
1589,10,5.1,3,-1.77,11,12,7
1590,12,9.77,6,-0.05,12,12,5
1591,12,8.75,1,1.29,12,12,1
1592,12,6.55,3,-0.37,12,12,6
1593,11,5.81,2,0.25,14,14,1
1594,12,3.32,9,-1.08,12,12,4
1595,12,8,1,0.92,12,12,4
1596,12,5,2,0.7,12,16,1
1597,12,6.88,8,-1.53,12,12,3
1598,12,1.66,4,0.51,14,16,4
1599,12,8.33,3,-0.21,12,12,0
1600,12,1.59,7,-0.93,12,7,3
1601,9,6.04,6,0.71,11,6,4
1602,12,5.81,2,0.27,12,13,2
1603,14,9.29,2,-1.5,11,3,5
1604,12,7.92,3,1.07,12,12,1
1605,15,12.18,3,0.77,12,12,3
1606,12,6.82,5,-0.28,12,12,6
1607,12,8.75,2,-0.12,12,12,6
1608,11,7.02,1,-0.86,14,12,2
1609,12,7.38,5,-1.25,10,12,3
1610,12,7.02,3,0.81,14,14,2
1611,15,15.18,8,0.05,3,3,6
1612,15,7.09,5,0.87,5,5,6
1613,14,5.1,3,-0.05,16,14,2
1614,12,6.95,3,0.55,16,14,2
1615,16,9.39,5,1.14,16,16,2
1616,12,10.07,4,-0.32,18,20,3
1617,11,8.93,2,0.42,12,16,4
1618,14,8.75,3,-0.45,12,11,2
1619,11,5.41,1,0.44,12,12,2
1620,12,8.16,5,-1.1,12,13,3
1621,10,5.58,2,-1.09,10,8,5
1622,9,5.81,9,-0.81,8,8,13
1623,12,9.29,3,0.05,12,10,5
1624,12,4.71,9,-0.53,11,10,6
1625,9,5.05,7,-1.21,7,7,5
1626,12,5.98,3,0.01,13,13,4
1627,11,4.48,3,-1.26,12,14,3
1628,12,4.95,2,0.02,12,12,3
1629,11,7.76,5,-0.38,9,9,4
1630,12,13.06,5,-1.09,10,6,6
1631,9,1.27,8,-0.9,10,11,6
1632,11,5.98,1,0.14,12,10,3
1633,12,10.69,2,1.45,16,14,4
1634,13,8.67,2,1.12,12,12,4
1635,15,8.75,4,1.37,16,14,2
1636,9,5.81,10,-1.4,9,8,3
1637,12,5.05,9,0.74,12,11,4
1638,12,18.91,4,-0.26,12,12,5
1639,10,6.23,6,-1.51,12,9,5
1640,12,7.53,2,-0.56,12,12,4
1641,13,14.01,1,0.53,19,16,2
1642,12,5.98,2,0.53,12,12,3
1643,12,5.75,2,-0.36,12,12,3
1644,12,8.16,3,-0.19,12,14,3
1645,12,4.01,1,0.53,12,12,3
1646,16,2.13,1,0.62,13,16,1
1647,16,4.26,2,0.28,12,16,1
1648,13,5,2,0.87,12,15,3
1649,11,5.69,1,0.79,12,16,3
1650,12,4.61,1,0.15,13,12,2
1651,14,15.95,3,0.64,14,16,2
1652,13,6.55,8,-1.61,12,12,3
1653,15,10.8,4,0.36,12,12,3
1654,12,6.17,3,-0.51,12,12,1
1655,12,3.89,7,0.75,8,9,2
1656,12,3.97,3,-0.43,7,7,2
1657,11,5.58,1,0.91,12,12,1
1658,12,5.75,4,0.42,12,12,3
1659,15,6.42,10,-0.19,11,5,0
1660,10,6.55,4,0.56,11,12,3
1661,10,6.68,7,-0.41,11,12,3
1662,10,3.63,2,-0.84,11,12,3
1663,12,6.95,4,-0.73,11,12,3
1664,15,5.15,1,1.04,10,12,4
1665,12,6.11,3,-0.13,12,12,3
1666,12,6.48,10,-2.09,11,9,4
1667,12,7.53,2,1.02,12,12,4
1668,10,5.98,3,-0.44,12,8,3
1669,12,7.09,3,0.49,9,9,3
1670,12,4.95,3,0.23,8,12,8
1671,14,8.33,2,0.61,12,8,8
1672,12,6.61,6,0.72,12,13,3
1673,16,6.68,4,0.72,12,12,2
1674,16,5.87,5,0.43,12,12,2
1675,11,4.43,2,0.77,12,12,3
1676,12,4.22,2,0.9,8,8,3
1677,10,2.31,1,0.46,12,8,3
1678,10,7.92,6,-0.37,12,16,2
1679,12,8.41,2,1.36,12,12,3
1680,12,5.87,3,-1.24,12,18,6
1681,11,4.39,2,0.77,17,8,1
1682,9,6.55,5,-0.67,12,10,1
1683,15,3.38,4,1.01,16,8,0
1684,12,1.5,7,-0.43,12,12,5
1685,12,4.57,5,-0.5,12,12,5
1686,13,5.25,2,0.12,12,12,5
1687,12,5.81,1,1.21,15,14,5
1688,12,8.33,4,1.05,15,14,5
1689,12,7.24,3,0.85,15,14,5
1690,11,2.31,1,1.28,12,12,3
1691,9,2.31,2,1.07,12,12,3
1692,13,5.75,3,0.67,8,8,3
1693,12,2.45,5,0.91,8,8,3
1694,12,5.47,2,0.29,12,12,2
1695,13,7.46,2,1.17,14,16,4
1696,15,11.35,3,1.11,14,16,4
1697,11,3.22,1,1.12,14,16,4
1698,13,5.15,9,-0.33,13,14,2
1699,12,8.93,3,-2.37,6,12,4
1700,9,1.66,17,-1.49,7,4,3
1701,12,7.92,1,-0.34,7,7,3
1702,12,5.52,2,-1.21,5,0,3
1703,9,8.24,7,-1.83,10,9,2
1704,12,3.59,3,-0.66,7,7,4
1705,12,5.87,6,-0.43,5,6,10
1706,9,3.81,3,-0.95,12,12,1
1707,12,14.87,2,-0.02,12,12,1
1708,12,5.98,5,0.02,12,5,2
1709,12,5.64,2,0.46,12,6,2
1710,12,7.24,2,-1.02,12,12,3
1711,13,6.48,6,0.1,12,16,1
1712,12,6.55,3,-0.26,10,11,0
1713,13,8.16,1,1.09,12,10,2
1714,11,7.46,5,-1.08,11,11,4
1715,15,11.02,4,1.38,12,4,5
1716,12,6.23,11,0.12,11,8,4
1717,9,6.88,4,-1.26,8,8,4
1718,11,6.48,2,1.09,12,6,2
1719,9,6.04,9,-2.52,8,8,1
1720,10,5.92,3,-1.33,7,7,4
1721,12,9.29,4,0.45,8,8,11
1722,10,6.55,3,-1.05,9,9,8
1723,13,10.07,2,-0.39,12,12,1
1724,12,6.11,6,-0.72,12,6,2
1725,11,5.69,2,0.68,12,8,2
1726,10,9.48,4,-0.26,9,6,3
1727,9,5.05,7,-2.02,6,11,3
1728,12,4.48,3,-2.42,6,3,3
1729,16,7.02,2,1.21,12,12,4
1730,12,10.17,5,-0.11,11,8,5
1731,12,7.46,3,-0.25,10,12,3
1732,9,6.35,7,-0.7,10,12,3
1733,12,5.41,2,-0.44,12,6,0
1734,12,7.53,2,-0.31,12,9,1
1735,12,5.81,5,0.75,12,12,3
1736,9,8.75,9,-1.74,12,12,4
1737,15,8.67,3,0.85,12,16,1
1738,15,8.08,3,0.57,12,18,2
1739,12,6.17,1,-0.13,12,16,2
1740,15,5.98,1,0.25,14,14,1
1741,9,4.48,4,-1.1,8,5,2
1742,9,6.17,6,-1.48,7,6,2
1743,9,9.67,11,-2.9,9,10,3
1744,11,2.97,1,-2.27,9,8,1
1745,12,3.78,2,-0.23,12,11,2
1746,12,4.26,2,-0.62,12,11,2
1747,19,19.29,3,1.35,17,18,1
1748,11,5.69,1,0.68,11,12,3
1749,10,6.17,5,0.05,12,18,2
1750,13,10.91,6,0.44,12,12,1
1751,15,7.46,4,1.09,16,17,2
1752,15,4.8,3,0.56,15,12,4
1753,12,9.11,2,0.73,12,12,2
1754,14,6.35,3,0.25,12,12,2
1755,15,7.76,1,0.47,12,14,2
1756,19,72.24,9,1.47,12,11,0
1757,12,19.1,4,0.41,15,18,1
1758,12,6.17,6,1.5,17,10,2
1759,12,6.82,1,0.32,12,12,3
1760,12,15.79,7,0.08,12,11,1
1761,13,8.75,5,0.4,14,16,1
1762,13,8.75,2,-0.77,14,12,1
1763,15,3.06,6,0.85,12,12,4
1764,11,8.75,5,-0.32,9,6,2
1765,9,5.2,5,1.24,12,14,3
1766,12,11.94,4,-0.11,10,8,6
1767,13,11.13,2,1.31,14,13,2
1768,12,15.79,2,1.1,12,6,1
1769,12,13.87,2,0.46,12,10,4
1770,11,13.87,2,0.48,12,10,4
1771,11,6.55,3,0.4,12,12,3
1772,12,11.7,2,-0.37,12,12,2
1773,9,5.98,8,-1.98,12,12,4
1774,15,14.87,5,1.36,8,12,1
1775,12,7.46,4,-0.8,6,7,2
1776,11,5.81,4,-2.02,3,4,5
1777,12,9.77,6,-0.67,12,12,1
1778,12,13.59,7,0.31,9,5,5
1779,9,4.95,14,-1.52,3,3,8
1780,11,6.35,7,-2.06,5,0,1
1781,12,11.13,5,-1.12,4,0,4
1782,10,7.46,3,-1.11,4,0,4
1783,14,9.77,1,1.11,12,18,5
1784,15,16.44,3,0.93,13,12,4
1785,10,13.06,4,-0.7,12,8,6
1786,9,12.18,5,-1.76,6,6,4
1787,14,4.34,5,0.7,16,15,1
1788,11,4.95,9,-0.49,12,12,5
1789,9,4.52,5,-1.49,6,12,2
1790,15,17.81,3,0.9,15,4,2
1791,12,4.22,1,0.51,3,12,2
1792,12,8.24,3,-0.54,8,13,4
1793,12,9.97,3,-1.4,6,0,7
1794,12,5.69,4,-0.66,0,12,3
1795,15,7.46,6,0.68,6,6,11
1796,12,6.48,3,-0.28,2,1,3
1797,11,5.98,2,-1.82,6,6,3
1798,12,5.58,3,-0.9,12,10,3
1799,11,5,4,-0.98,12,10,2
1800,10,2.5,11,-2.04,8,3,3
1801,12,7.69,6,-0.77,6,12,6
1802,12,2.03,4,-1.92,12,12,5
1803,13,8.93,1,0.53,12,12,3
1804,9,5.98,5,-2.49,6,3,8
1805,12,7.76,2,0.48,12,12,2
1806,16,1.69,3,-0.66,8,11,5
1807,12,6.95,3,-2.2,8,4,0
1808,12,6.17,3,-0.53,8,8,5
1809,12,5.2,11,-0.97,10,12,3
1810,13,6.68,3,0.02,2,0,10
1811,12,5.58,10,-0.54,0,4,9
1812,12,7.24,5,-1.24,0,4,9
1813,10,5.52,6,-0.02,12,12,4
1814,12,10.48,1,0.25,12,12,1
1815,12,7.02,5,-0.15,12,12,2
1816,12,3.97,3,-0.61,11,6,18
1817,14,13.73,3,0.15,9,10,4
1818,12,7.31,2,-1.13,4,8,4
1819,10,9.48,9,-0.88,5,8,4
1820,12,8.24,8,-1.13,1,9,8
1821,10,5.98,4,-1.23,1,9,7
1822,9,4.95,13,-2.39,2,9,8
1823,12,7.38,6,-1,3,3,14
1824,10,13.87,5,-2.48,8,8,3
1825,12,8,4,0.3,16,8,2
1826,15,17.46,4,0.72,8,3,7
1827,12,13.59,11,-0.4,12,16,2
1828,10,7.46,7,-1.53,8,8,4
1829,12,14.01,2,-0.76,9,7,4
1830,13,2.48,11,0.44,10,7,4
1831,15,5.92,6,-1.54,12,9,3
1832,12,6.82,7,-1.79,7,12,7
1833,13,7.92,1,-1,4,6,2
1834,12,10.38,3,-0.88,6,10,2
1835,12,8.24,6,0.4,4,5,2
1836,12,5.75,5,-0.71,6,5,2
1837,12,4.09,2,-0.19,12,11,3
1838,11,6.04,2,-0.37,10,10,6
1839,13,10.59,3,0.29,12,12,1
1840,9,5.58,6,-0.45,12,9,2
1841,9,3.06,11,-1.44,11,10,10
1842,11,2.22,6,0.21,11,12,4
1843,12,7.09,6,-0.8,10,12,5
1844,9,5.75,5,-1.93,11,10,10
1845,12,6.23,3,-0.52,12,12,0
1846,15,1.93,4,1.07,12,16,2
1847,13,7.92,1,1.05,12,15,3
1848,13,8,2,1.35,12,14,2
1849,11,5.87,3,0.21,14,11,2
1850,11,5.58,2,-0.61,14,9,2
1851,12,7.31,4,0.51,6,12,0
1852,10,6.35,6,-0.51,10,7,6
1853,19,6.61,3,1.41,17,17,1
1854,12,6.95,5,0.05,12,8,1
1855,14,4.61,3,0.84,9,12,1
1856,12,5.98,4,0.21,7,7,2
1857,9,7.46,3,-1.03,7,7,2
1858,18,5.31,4,1.54,15,19,2
1859,15,4.61,4,1.1,18,18,2
1860,14,10.27,4,-0.34,10,9,3
1861,11,7.46,1,0.48,9,9,1
1862,10,5.64,3,0.11,14,10,3
1863,12,7.09,1,0.41,14,11,3
1864,11,5.58,2,-1.29,16,16,2
1865,16,10.48,3,1.15,12,16,4
1866,12,6.68,2,0.7,14,17,12
1867,11,5.31,2,-0.5,14,16,12
1868,11,4.57,2,-0.36,12,15,13
1869,11,4.95,1,0.06,11,12,1
1870,10,7.69,3,-1.64,6,9,2
1871,12,5.69,3,-0.79,0,0,9
1872,12,9.87,2,0.7,11,11,2
1873,9,5.58,5,-1.96,8,5,0
1874,10,13.46,6,-1.56,8,9,7
1875,10,4.9,4,-1.37,8,9,7
1876,13,9.97,3,0.27,12,12,1
1877,9,7.92,9,0.13,12,12,2
1878,14,5.2,4,0.27,13,12,8
1879,14,5.47,6,-1.51,12,12,5
1880,12,8.41,5,-1.48,0,0,4
1881,12,8.84,3,0.45,3,3,8
1882,11,5.69,2,0.28,12,12,2
1883,11,6.23,11,-0.96,12,12,2
1884,9,4.95,9,-0.91,6,0,3
1885,11,11.13,6,-0.55,6,4,8
1886,9,4.8,5,-1.2,4,2,7
1887,12,5.1,2,0.2,11,8,7
1888,10,8.75,4,-1.13,12,12,4
1889,10,6.23,2,1.36,13,14,3
1890,10,14.01,6,-2.32,9,3,4
1891,12,3.63,4,-1.17,10,12,6
1892,11,7.61,2,-0.77,12,0,4
1893,10,9.97,1,-0.1,12,15,3
1894,10,7.61,11,-0.05,4,12,3
1895,14,21.54,5,0.74,16,16,1
1896,14,2.71,1,-0.54,12,2,1
1897,10,5.25,8,-1.56,5,16,9
1898,13,6.35,1,1.52,6,7,2
1899,14,6.55,3,-0.46,6,6,1
1900,12,10.59,3,0.89,14,20,2
1901,12,6.11,1,-1.1,8,12,0
1902,10,12.93,4,-1.99,11,10,6
1903,15,17.63,4,-0.03,12,14,2
1904,12,9.48,4,-0.2,5,6,4
1905,12,8.16,10,-1.31,6,8,5
1906,16,16.44,5,-1.09,0,7,6
1907,12,9.87,3,-1.22,11,11,6
1908,12,9.58,4,-0.39,10,10,3
1909,14,6.75,3,0.29,0,5,1
1910,10,7.61,3,0.17,9,3,5
1911,9,6.55,5,-1.62,10,4,6
1912,9,6.48,5,-2.55,4,4,16
1913,9,15.64,7,-2.49,4,0,3
1914,10,14.01,4,-2.05,4,4,5
1915,15,5.36,3,0.4,12,14,2
1916,12,13.46,1,1,14,12,3
1917,10,11.58,2,0.08,14,15,3
1918,12,6.75,3,-1.3,6,6,2
1919,12,6.95,1,0.12,11,6,2
1920,11,12.67,6,-0.22,10,9,4
1921,12,6.48,3,-1.12,8,9,8
1922,10,10.07,11,-3.96,6,6,4
1923,10,6.17,1,-1.05,6,6,2
1924,13,6.23,3,0.29,0,3,10
1925,12,5.47,2,-0.8,2,5,8
1926,12,6.29,8,-0.13,2,3,7
1927,10,7.46,11,-1.49,2,5,8
1928,12,6.04,3,0.15,12,2,2
1929,12,10.17,8,-2.53,3,8,2
1930,12,6.61,12,-1.26,5,6,7
1931,9,4.34,5,-1.9,4,5,7
1932,10,1.97,6,-0.34,2,0,4
1933,16,7.31,3,-0.22,6,6,7
1934,13,5.98,5,-1.18,6,6,7
1935,11,7.53,3,0.17,14,18,1
1936,11,5.31,1,-0.11,12,14,3
1937,11,3.93,10,0.83,12,12,5
1938,12,5.31,1,-0.8,3,1,5
1939,12,5.41,2,0.67,4,4,7
1940,11,5.92,11,-1.49,16,9,7
1941,12,5,3,-0.7,1,0,7
1942,12,5.47,6,-1.28,1,0,6
1943,13,5.58,5,-0.89,0,6,5
1944,10,6.48,6,-0.6,0,0,1
1945,12,6.48,3,-0.74,12,12,6
1946,12,4.52,8,-1.21,12,12,6
1947,10,5.81,6,-2.38,9,6,6
1948,12,8.49,1,-0.37,8,8,6
1949,12,5.81,4,-1.51,11,8,6
1950,12,1.71,5,-1.18,11,8,6
1951,9,3.78,2,0.82,18,18,2
1952,16,2.09,2,-0.21,18,18,2
1953,9,9.29,7,-1.17,12,7,4
1954,12,8.16,5,-2.55,4,4,8
1955,12,5,3,-0.36,9,6,5
1956,11,5.36,3,-0.98,3,5,5
1957,13,5.15,3,-1.36,12,12,2
1958,12,7.02,1,0.18,13,12,2
1959,12,6.75,4,-1.37,2,2,6
1960,12,4.85,2,-0.7,10,12,4
1961,13,17.81,4,-0.1,12,12,3
1962,12,6.48,3,-1.53,12,6,6
1963,12,6.95,8,-1.05,9,7,6
1964,12,5.31,0,0.24,11,12,7
1965,12,5.1,2,-0.15,6,13,2
1966,12,6.42,3,-1.08,9,12,8
1967,12,5.58,3,-1.03,6,14,4
1968,12,3.78,8,0.57,11,12,7
1969,11,6.23,3,-0.54,12,9,3
1970,10,3.85,6,-0.18,12,12,3
1971,13,5.69,2,-0.97,12,12,4
1972,9,6.35,9,-0.78,10,11,3
1973,12,5.05,3,0.53,8,5,3
1974,14,4.17,1,1.11,13,12,2
1975,13,7.17,3,0.77,3,5,4
1976,11,7.24,2,-1.68,10,0,7
1977,9,4.48,4,-0.83,11,9,2
1978,11,8.58,2,-0.64,11,12,5
1979,10,6.88,8,-1.63,9,12,4
1980,10,12.67,7,-1.02,14,12,2
1981,11,6.61,11,-2.58,3,3,8
1982,11,13.59,2,-1.89,3,8,3
1983,16,4.75,3,0.74,12,12,0
1984,10,4.95,5,-4.04,4,5,2
1985,15,4.8,2,-1.54,13,6,6
1986,10,8.16,5,-1.78,5,3,3
1987,12,2.18,3,-1.24,5,3,3
1988,16,17.81,2,1.61,10,6,1
1989,17,18.91,3,0.85,16,17,2
1990,15,11.02,3,0.77,16,17,2
1991,16,9.97,2,0.6,12,12,1
1992,11,2.71,10,-1.96,4,0,7
1993,10,5.47,2,-1.24,5,0,7
1994,11,5.25,4,-0.81,8,8,2
1995,9,9.77,10,-1.16,6,16,3
1996,12,8.93,4,0.71,12,12,1
1997,12,12.42,2,0.48,12,12,3
1998,11,9.97,3,-0.27,12,12,2
1999,10,3.7,6,-0.91,12,12,2
2000,9,4.43,8,0.75,10,12,1
2001,12,11.94,4,-1.49,9,12,2
2002,12,6.04,1,-0.14,12,9,2
2003,12,8.33,2,0.28,12,7,0
2004,16,12.55,0,1.45,17,20,2
2005,12,5.2,1,0.44,12,12,1
2006,14,14.29,2,0.78,11,6,2
2007,12,9.11,2,-1.2,8,9,2
